id,symbol,name,categories,market_cap (usd),market_cap_rank,fully_diluted_valuation (usd)
frontier-token,front,Frontier,"['Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Alameda Research Portfolio']",21115583,1028,21115583.0
frok-ai,frok,Frok.ai,"['Artificial Intelligence (AI)', 'Base Ecosystem']",15702976,1204,15702976.0
fuel-network,fuel,Fuel Network,"['Infrastructure', 'Smart Contract Platform', 'Impossible Finance Launchpad', 'Ethereum Ecosystem', 'Layer 2 (L2)']",50000816,642,117748798.0
fulcrom,ful,Fulcrom,"['Decentralized Finance (DeFi)', 'Derivatives', 'Perpetuals', 'Cronos Ecosystem', 'ZkSync Ecosystem', 'Cronos zkEVM Ecosystem']",11018351,1388,107209088.0
funfair,fun,FUNToken,"['Gambling (GambleFi)', 'Ethereum Ecosystem', 'Pantera Capital Portfolio', 'Energi Ecosystem']",22226432,1001,23067339.0
furucombo,combo,Furucombo,"['Decentralized Finance (DeFi)', 'Polygon Ecosystem', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Multicoin Capital Portfolio', 'DeFiance Capital Portfolio']",7665553,1585,15893059.0
fuse-network-token,fuse,Fuse,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Payment Solutions', 'Base Ecosystem', 'DWF Labs Portfolio', 'Account Abstraction', 'Fuse Ecosystem']",5856695,1734,7354396.0
f-x-protocol-fxusd,fxusd,f(x) Protocol fxUSD,"['Stablecoins', 'USD Stablecoin', 'Ethereum Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",20191881,1058,20191881.0
fwog,fwog,Fwog,"['Solana Ecosystem', 'Meme', 'Frog-Themed', 'Solana Meme', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight']",44781445,687,44781445.0
fx-coin,fx,Function X,"['Ethereum Ecosystem', 'Base Ecosystem', 'Osmosis Ecosystem']",6388326,1680,6388326.0
gains-network,gns,Gains Network,"['Decentralized Finance (DeFi)', 'Derivatives', 'Perpetuals', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Base Ecosystem', 'ApeChain Ecosystem']",45073854,681,45073854.0
galatasaray-fan-token,gal,Galatasaray Fan Token,"['Sports', 'Fan Token', 'Chiliz Ecosystem']",10036656,1439,14758714.0
galeon,galeon,Galeon,"['Artificial Intelligence (AI)', 'Healthcare', 'Gaming (GameFi)', 'BNB Chain Ecosystem', 'Decentralized Science (DeSci)', 'AI Applications']",10135073,1428,35740132.0
gala,gala,GALA,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'Layer 1 (L1)', 'Play To Earn', 'Ethereum Ecosystem', 'DWF Labs Portfolio', 'Gaming Platform', 'Binance Labs Portfolio', 'GalaChain Ecosystem', 'Made in USA']",740609830,99,740609829.0
galaxia,gxa,Galaxia,['Kaia Ecosystem'],7636096,1588,19744518.0
gama-coin,gama,GAMA Coin,"['Gaming (GameFi)', 'XDC Ecosystem']",88705030,454,136469351.0
game7,g7,Game7,"['Gaming (GameFi)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Gaming Governance Token', 'Gaming Platform']",6530215,1673,28392239.0
game-by-virtuals,game,GAME by Virtuals,"['Base Ecosystem', 'AI Agents', 'Virtuals Protocol Ecosystem', 'Binance Alpha Spotlight', 'AI Framework']",15600947,1204,15600947.0
gamebuild,game,GameBuild,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'Telegram Apps', 'Gaming Platform']",57805888,598,72769539.0
gamefi,gafi,GameFi.org,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Launchpad', 'Play To Earn', 'Animoca Brands Portfolio', 'DWF Labs Portfolio']",14052409,1261,19200744.0
gamercoin,ghx,GamerCoin,"['Infrastructure', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'DePIN']",17310930,1157,22456236.0
game-stop,gme,GME (Ethereum),"['Meme', 'Ethereum Ecosystem', 'Wall Street Bets Themed', 'Stock market-themed']",22968265,984,22968265.0
games-for-a-living,gfal,Games for a Living,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn']",30559210,845,61535837.0
gammaswap,gs,GammaSwap,"['Decentralized Finance (DeFi)', 'Perpetuals', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Made in USA']",17416274,1152,132051564.0
gameswift,gswift,GameSwift,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Gaming (GameFi)', 'Meme', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Modular Blockchain', 'Gaming Platform', 'Optimism Superchain Ecosystem']",5399784,1787,9330452.0
gas,gas,Gas,"['Infrastructure', 'Smart Contract Platform', 'NEO Ecosystem']",187277911,266,187277911.0
gatsby,gatsby,GATSBY,"['Ethereum Ecosystem', 'DeFAI']",5891387,1727,10228103.0
gatechain-token,gt,Gate,"['Smart Contract Platform', 'Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Proof of Stake (PoS)']",2506526359,47,6117926220.0
gearbox,gear,Gearbox,"['Decentralized Finance (DeFi)', 'Yield Farming', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Curve Ecosystem', 'eGirl Capital Portfolio', 'Galaxy Digital Portfolio', 'Binance Alpha Spotlight']",30811358,838,30811358.0
gelato,gel,Gelato,"['Smart Contract Platform', 'Polygon Ecosystem', 'Fantom Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Modular Blockchain', 'Rollups-as-a-Service (RaaS)', 'DragonFly Capital Portfolio', 'Galaxy Digital Portfolio', 'Binance Alpha Spotlight']",22703481,992,38522176.0
gemini-dollar,gusd,Gemini Dollar,"['Stablecoins', 'USD Stablecoin', 'Near Protocol Ecosystem', 'Ethereum Ecosystem', 'Pantera Capital Portfolio', 'Fiat-backed Stablecoin']",53677629,620,53677629.0
general-layer-btc,gl-btc,General-Layer BTC,"['Wrapped-Tokens', 'BEVM Ecosystem']",57703414,600,57703414.0
genesysgo-shadow,shdw,Shadow Token,"['Storage', 'Solana Ecosystem', 'DePIN', 'Made in USA']",27466499,903,28712313.0
gems-vip,gems,Gems VIP,"['Launchpad', 'Ethereum Ecosystem']",17822372,1137,29222627.0
genomesdao-genome,genome,GenomesDAO GENOME,"['Ethereum Ecosystem', 'Base Ecosystem', 'Decentralized Science (DeSci)']",7238930,1613,7238930.0
genopets,gene,Genopets,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Play To Earn', 'Move To Earn', 'Animoca Brands Portfolio', 'RPG', 'Gaming Governance Token', 'Alameda Research Portfolio', 'Pantera Capital Portfolio', 'Action Games']",6417459,1677,8420621.0
geodnet,geod,Geodnet,"['Solana Ecosystem', 'Polygon Ecosystem', 'DePIN', 'Pantera Capital Portfolio']",99559574,419,310543121.0
gertrudedatapig,gdp,GertrudeDataPig,"['Meme', 'Base Ecosystem', 'AI Meme']",5289585,1804,5289585.0
gg-metagame,ggmt,GG MetaGame,['Ethereum Ecosystem'],8070840,1556,70649780.0
gho,gho,GHO,"['Stablecoins', 'USD Stablecoin', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin']",201838180,253,201838180.0
gigachad-2,giga,Gigachad,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Murad Picks']",112309434,386,112309434.0
gitcoin,gtc,Gitcoin,"['Near Protocol Ecosystem', 'Ethereum Ecosystem', 'Paradigm Portfolio']",21167915,1021,34779399.0
global-commercial-business,gcb,Global Commercial Business,"['BNB Chain Ecosystem', 'Tron Ecosystem']",123612923,366,123612923.0
global-dollar,usdg,Global Dollar,"['Stablecoins', 'USD Stablecoin', 'Solana Ecosystem', 'Fiat-backed Stablecoin']",118996118,371,118996118.0
gme,gme,GME,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Parody Meme', 'Wall Street Bets Themed', 'Stock market-themed']",11157416,1372,11157416.0
gmt-token,gomining,GoMining Token,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'TON Ecosystem']",171078431,287,171078431.0
gmx,gmx,GMX,"['Decentralized Finance (DeFi)', 'Derivatives', 'Perpetuals', 'Avalanche Ecosystem', 'Arbitrum Ecosystem']",144164276,329,144164321.0
gnosis,gno,Gnosis,"['Decentralized Exchange (DEX)', 'Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Prediction Markets', 'Layer 1 (L1)', 'Gnosis Chain Ecosystem', 'MEV Protection', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'SideChain', 'Energi Ecosystem']",336249471,182,389539967.0
goatseus-maximus,goat,Goatseus Maximus,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'AI Meme', 'Pump.fun Ecosystem', 'Terminal of Truths']",56813611,602,56813611.0
gods-unchained,gods,Gods Unchained,"['Gaming (GameFi)', 'NFT', 'Play To Earn', 'Ethereum Ecosystem', 'Card Games', 'Gaming Governance Token', 'Galaxy Digital Portfolio', 'OKX Ventures Portfolio', 'Action Games']",34457573,786,49322968.0
gogopool-ggavax,ggavax,GoGoPool ggAVAX,"['Avalanche Ecosystem', 'Liquid Staking Tokens', 'Liquid Staking']",15433037,1208,15433037.0
gogopool,ggp,GoGoPool,['Avalanche Ecosystem'],25797298,928,70379922.0
goldcoin,glc,Goldcoin,"['Smart Contract Platform', 'Proof of Work (PoW)']",21640396,1009,21640400.0
gold-dao,goldao,GOLDAO,"['Tokenized Assets', 'Tokenized Gold', 'Internet Computer Ecosystem', 'Real World Assets (RWA)', 'Tokenized Commodities']",12016367,1328,17087717.0
goldfinch,gfi,Goldfinch,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Coinbase Ventures Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'RWA Protocol', 'Made in USA']",66489492,545,82243826.0
golem,glm,Golem,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'DePIN', 'Energi Ecosystem', 'GMCI DePIN Index', 'GMCI Index']",273326238,207,273326238.0
goplus-security,gps,GoPlus Security,"['Base Ecosystem', 'Cybersecurity', 'Binance Labs Portfolio', 'OKX Ventures Portfolio', 'Binance Alpha Spotlight']",72279053,515,398583088.0
gout,gout,GOUT,"['BNB Chain Ecosystem', 'Meme', 'Dog-Themed', 'Binance Alpha Spotlight']",9572950,1446,9572950.0
grass,grass,Grass,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'DePIN', 'Polychain Capital Portfolio']",412157081,153,1689825660.0
graphlinq-protocol,glq,GraphLinq Chain,"['Artificial Intelligence (AI)', 'Business Services', 'Infrastructure', 'Smart Contract Platform', 'Analytics', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'DWF Labs Portfolio']",6901154,1624,10148756.0
green-satoshi-token,gst-sol,STEPN Green Satoshi Token on Solana,"['Gaming (GameFi)', 'NFT', 'Solana Ecosystem', 'Play To Earn', 'Move To Earn', 'Gaming Utility Token']",10305373,1399,10395207.0
griffain,griffain,GRIFFAIN,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'Pump.fun Ecosystem', 'AI Agent Launchpad', 'Binance Alpha Spotlight', 'DeFAI']",37283077,741,37283077.0
groestlcoin,grs,Groestlcoin,"['Smart Contract Platform', 'Proof of Work (PoW)']",27292405,889,27292869.0
grok-2,$grok,Grok,"['Meme', 'Ethereum Ecosystem', 'Elon Musk-Inspired', 'AI Meme']",15936007,1170,16631172.0
gt-protocol,gtai,GT Protocol,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'DeFAI']",7317885,1587,13525931.0
g-token,g,Gravity,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Base Ecosystem', 'Gravity Alpha Ecosystem']",107192836,391,177847004.0
gud-tech,gud,Gud Tech,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'Base Ecosystem', 'AI Agents', 'Zircuit Ecosystem', 'DeFAI']",13518506,1269,16287357.0
guild-of-guardians,gog,Guild of Guardians,"['Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem', 'Immutable Ecosystem', 'RPG', 'Gaming Governance Token', 'Gaming Utility Token', 'Action Games', 'MMO']",10694598,1377,15202692.0
gyen,gyen,GYEN,"['Stablecoins', 'Solana Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'JPY Stablecoin', 'Stellar Ecosystem', 'Fiat-backed Stablecoin']",9835357,1429,9835357.0
gyroscope-gyd,gyd,Gyroscope GYD,"['Stablecoins', 'Arbitrum Ecosystem', 'Polygon zkEVM Ecosystem', 'Crypto-backed Stablecoin']",24206832,946,24206832.0
gxchain,gxc,GXChain,['Big Data'],23173106,967,30897474.0
h2o-dao,h2o,H2O Dao,"['SocialFi', 'BNB Chain Ecosystem']",52975098,619,64212240.0
hackenai,hai,Hacken,"['Business Services', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'Cybersecurity', 'VeChain Ecosystem']",17370305,1130,20838838.0
hairdao,hair,HairDAO,"['Ethereum Ecosystem', 'Decentralized Science (DeSci)']",18270624,1101,41276609.0
hamster-kombat,hmstr,Hamster Kombat,"['Gaming (GameFi)', 'Play To Earn', 'Telegram Apps', 'TON Ecosystem', 'Tap to Earn', 'Arcade Games']",141462984,327,219748325.0
handy,handy,Handy,['Ethereum Ecosystem'],5190351,1796,9950879.0
hanu-yokia,hanu,Hanu Yokia,"['BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem']",18421493,1095,72955974.0
harmony,one,Harmony,"['Smart Contract Platform', 'Layer 1 (L1)', 'Harmony Ecosystem', 'Animoca Brands Portfolio', 'Binance Launchpad', 'Binance Labs Portfolio', 'Made in USA']",141602479,324,151390821.0
harvest-finance,farm,Harvest Finance,"['Decentralized Finance (DeFi)', 'Yield Farming', 'BNB Chain Ecosystem', 'Yield Aggregator', 'Ethereum Ecosystem', 'Energi Ecosystem']",17697167,1123,18177297.0
harrypotterobamasonic10in,bitcoin,HarryPotterObamaSonic10Inu (ETH),"['Meme', 'Ethereum Ecosystem', 'Base Ecosystem', 'Murad Picks', 'Binance Alpha Spotlight']",62884325,557,62884325.0
hashai,hashai,HashAI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'DePIN']",22979543,972,24403269.0
hashkey-ecopoints,hsk,HashKey Platform Token,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem']",69945171,526,527888085.0
hashflow,hft,Hashflow,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Binance Launchpool', 'MEV Protection', 'Ethereum Ecosystem', 'Coinbase Ventures Portfolio', 'Alameda Research Portfolio', 'DragonFly Capital Portfolio', 'Galaxy Digital Portfolio']",36973831,747,69093932.0
hashnote-usyc,usyc,Hashnote USYC,"['Ethereum Ecosystem', 'Real World Assets (RWA)']",405080274,164,405080274.0
hashpack,pack,HashPack,"['Wallets', 'Hedera Ecosystem', 'Made in USA']",9089572,1473,24237397.0
hathor,htr,Hathor,"['Infrastructure', 'Smart Contract Platform', 'Layer 1 (L1)', 'Meme', 'Proof of Work (PoW)']",10600390,1387,19982193.0
havven,snx,Synthetix Network,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Derivatives', 'Synthetic Issuer', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Near Protocol Ecosystem', 'Fantom Ecosystem', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'Base Ecosystem', 'DWF Labs Portfolio', 'Paradigm Portfolio', 'Coinbase Ventures Portfolio', 'Index Coop Defi Index', 'Energi Ecosystem', 'Huobi ECO Chain Ecosystem', 'GMCI DeFi Index', 'Synthetic', 'Index Coop Index', 'GMCI Index', 'Coinbase 50 Index']",286089943,199,286446966.0
hatom,htm,Hatom,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Meme', 'MultiversX Ecosystem', 'Liquid Staking']",24459338,939,47894749.0
hawk-2,hawk,Hawk,"['BNB Chain Ecosystem', 'Meme']",8445640,1509,8801075.0
hege,hege,Hege,"['Solana Ecosystem', 'Meme', 'Solana Meme']",6626419,1646,6626419.0
hedera-hashgraph,hbar,Hedera,"['Smart Contract Platform', 'Layer 1 (L1)', 'Hedera Ecosystem', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'GMCI Index', 'Outlier Ventures Portfolio', 'Made in USA', 'Directed Acyclic Graph (DAG)']",8487059472,16,10051570114.0
hegic,hegic,Hegic,"['Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Derivatives', 'Options', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Energi Ecosystem']",26088753,904,26088753.0
heima,hei,Heima,"['BNB Chain Ecosystem', 'Binance Launchpool', 'Ethereum Ecosystem', 'Binance Labs Portfolio']",33140931,798,43418139.0
helium,hnt,Helium,"['Communication', 'Internet of Things (IOT)', 'Smart Contract Platform', 'Solana Ecosystem', 'DePIN', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Alameda Research Portfolio', 'Pantera Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'Made in USA', 'Coinbase 50 Index']",447391155,145,556649271.0
helium-iot,iot,Helium IOT,"['Solana Ecosystem', 'DePIN']",34230406,783,75877382.0
helium-mobile,mobile,Helium Mobile,"['Infrastructure', 'Solana Ecosystem', 'DePIN']",9735509,1436,87404354.0
helio-protocol-hay,lisusd,Lista USD,"['Stablecoins', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Binance Labs Portfolio', 'Crypto-backed Stablecoin']",37504711,741,38527670.0
henlo-3,henlo,Henlo,"['Meme', 'Berachain Ecosystem']",11676919,1326,33632411.0
herbcoin,herb,HERBCOIN,[],5687212,1729,6160990.0
hermetica-usdh,usdh,Hermetica USDh,"['Stablecoins', 'USD Stablecoin', 'Stacks Ecosystem', 'Crypto-backed Stablecoin']",5013362,1812,5013362.0
heroes-of-mavia,mavia,Heroes of Mavia,"['Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Base Ecosystem', 'Gaming Governance Token', 'Strategy Games', 'Alameda Research Portfolio', 'Binance Labs Portfolio', 'Delphi Ventures Portfolio', 'Action Games']",5504714,1746,26660211.0
heyanon,anon,Hey Anon,"['Artificial Intelligence (AI)', 'Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Arbitrum Ecosystem', 'Metis Ecosystem', 'AI Agents', 'Sonic Ecosystem', 'IOTA EVM Ecosystem', 'AI Applications', 'DeFAI']",67505643,536,111272260.0
hex-trust-usdx,usdx,Hex Trust USD,"['Ethereum Ecosystem', 'Flare Network Ecosystem', 'Songbird Ecosystem']",15048916,1203,15048916.0
hifi-finance,hifi,Hifi Finance,"['Tokenized Real Estate', 'Decentralized Finance (DeFi)', 'Tokenized Assets', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'Made in USA']",44425308,673,45056299.0
higher,higher,higher,"['Meme', 'Base Ecosystem', 'AI Meme', 'Base Meme', 'Farcaster Ecosystem']",6270851,1671,6270851.0
hive,hive,Hive,"['Smart Contract Platform', 'SocialFi', 'Layer 1 (L1)', 'Gaming Blockchains']",107086524,392,
hive-ai,buzz,Hive AI,"['Artificial Intelligence (AI)', 'Decentralized Finance (DeFi)', 'Solana Ecosystem', 'AI Agents', 'Pump.fun Ecosystem', 'Binance Alpha Spotlight', 'DeFAI']",6729440,1631,6729440.0
hive_dollar,hbd,Hive Dollar,[],33538800,789,33538800.0
hivemapper,honey,Hivemapper,"['Solana Ecosystem', 'DePIN', 'Multicoin Capital Portfolio', 'Made in USA']",151790566,308,236156593.0
holdstation,hold,Holdstation,"['Wallets', 'ZkSync Ecosystem', 'Account Abstraction', 'Berachain Ecosystem', 'AI Agent Launchpad']",5523725,1739,20966350.0
holotoken,hot,Holo,"['Smart Contract Platform', 'Storage', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Energi Ecosystem', 'Sora Ecosystem', 'GMCI DePIN Index', 'GMCI Index']",195273337,253,195273337.0
honey-3,honey,Honey,"['Stablecoins', 'Berachain Ecosystem']",526828430,126,526828430.0
hooked-protocol,hook,Hooked Protocol,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Metaverse', 'Binance Launchpad', 'Gaming Platform', 'Binance Labs Portfolio', 'Sequoia Capital Portfolio']",31971135,813,67544652.0
hoppy-meme,hoppy,Hoppy,"['Meme', 'Ethereum Ecosystem', 'Frog-Themed']",7639451,1562,7639451.0
hopr,hopr,HOPR,"['Privacy', 'Gnosis Chain Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'Binance Labs Portfolio']",24221875,940,26201749.0
houdini-swap,lock,Houdini Swap,"['Privacy', 'Solana Ecosystem', 'Ethereum Ecosystem']",14463402,1218,14463402.0
hsuite,hsuite,HbarSuite,"['Decentralized Finance (DeFi)', 'Hedera Ecosystem']",6855270,1612,25783409.0
humans-ai,heart,Humans.ai,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Osmosis Ecosystem', 'AI Agents', 'AI Agent Launchpad']",61293926,559,61293926.0
human-protocol,hmt,HUMAN Protocol,"['Infrastructure', 'Software as a service', 'Polygon Ecosystem', 'Ethereum Ecosystem']",24468652,928,32286230.0
humanscape,hpo,Hippocrat,"['Healthcare', 'Ethereum Ecosystem', 'Decentralized Science (DeSci)']",45364979,661,47557087.0
hunt-token,hunt,Hunt,['Ethereum Ecosystem'],47200934,647,47200934.0
huobi-btc,hbtc,Huobi BTC,"['Tokenized BTC', 'Ethereum Ecosystem', 'Huobi ECO Chain Ecosystem']",6759681,1623,6759681.0
huobi-token,ht,Huobi,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Near Protocol Ecosystem', 'Harmony Ecosystem', 'Ethereum Ecosystem', 'Multicoin Capital Portfolio', 'Alameda Research Portfolio', 'Elastos Smart Contract Chain Ecosystem', 'Sequoia Capital Portfolio', 'Made in China']",79444240,477,100198592.0
hydradx,hdx,Hydration,"['Decentralized Exchange (DEX)', 'Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Polkadot Ecosystem', 'Layer 1 (L1)']",36150658,744,42955838.0
hydro-protocol-2,hdro,Hydro Protocol,['Injective Ecosystem'],5382416,1750,19395568.0
hypergpt,hgpt,HyperGPT,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Launchpad', 'Telegram Apps', 'TON Ecosystem', 'Poolz Finance Launchpad', 'AI Agents', 'Made in USA']",6414167,1646,9299617.0
hyperliquid,hype,Hyperliquid,"['Decentralized Exchange (DEX)', 'Smart Contract Platform', 'Decentralized Finance (DeFi)', 'Perpetuals', 'Layer 1 (L1)', 'Hyperliquid Ecosystem']",4585132026,32,13730760809.0
hypurr-fun,hfun,Hypurr Fun,"['Telegram Apps', 'Hyperliquid Ecosystem']",22645413,968,22645414.0
hyperskids,hyperskids,$HYPERSKIDS,"['Solana Ecosystem', 'Meme', 'Solana Meme']",11863637,1305,11863637.0
iagon,iag,Iagon,"['Big Data', 'Infrastructure', 'Storage', 'Cardano Ecosystem', 'DePIN']",75459595,490,200679506.0
hytopia,topia,TOPIA,"['Smart Contract Platform', 'Gaming (GameFi)', 'Layer 2 (L2)', 'RPG', 'Gaming Blockchains', 'Gaming Utility Token', 'Delphi Ventures Portfolio']",13631791,1245,48066605.0
